article,date,views,id
Amazon (company),2020-09-01,602878,causal_inference:amazon_company
Amazon (company),2020-10-01,675787,causal_inference:amazon_company
Amazon (company),2020-11-01,795106,causal_inference:amazon_company
Causal Inference,2015-10-01,4095,causal_inference:amazon_company
Causal Inference,2015-11-01,3698,causal_inference:amazon_company
Causal Inference,2015-12-01,3470,causal_inference:amazon_company
Causal Inference,2016-01-01,3839,causal_inference:amazon_company
Causal Inference,2016-02-01,4098,causal_inference:amazon_company
Causal Inference,2016-03-01,4244,causal_inference:amazon_company
Causal Inference,2016-04-01,3965,causal_inference:amazon_company
Causal Inference,2016-05-01,4050,causal_inference:amazon_company
Causal Inference,2016-06-01,3711,causal_inference:amazon_company
Causal Inference,2016-07-01,3141,causal_inference:amazon_company
Causal Inference,2016-08-01,3646,causal_inference:amazon_company
Causal Inference,2016-09-01,4848,causal_inference:amazon_company
Causal Inference,2016-10-01,5380,causal_inference:amazon_company
Causal Inference,2016-11-01,5339,causal_inference:amazon_company
Causal Inference,2016-12-01,4482,causal_inference:amazon_company
Causal Inference,2017-01-01,5132,causal_inference:amazon_company
Causal Inference,2017-02-01,5389,causal_inference:amazon_company
Causal Inference,2017-03-01,6227,causal_inference:amazon_company
Causal Inference,2017-04-01,5386,causal_inference:amazon_company
Causal Inference,2017-05-01,4596,causal_inference:amazon_company
Causal Inference,2017-06-01,4061,causal_inference:amazon_company
Causal Inference,2017-07-01,3358,causal_inference:amazon_company
Causal Inference,2017-08-01,4000,causal_inference:amazon_company
Causal Inference,2017-09-01,5239,causal_inference:amazon_company
Causal Inference,2017-10-01,5552,causal_inference:amazon_company
Causal Inference,2017-11-01,5588,causal_inference:amazon_company
Causal Inference,2017-12-01,4856,causal_inference:amazon_company
Causal Inference,2018-01-01,5689,causal_inference:amazon_company
Causal Inference,2018-02-01,5243,causal_inference:amazon_company
Causal Inference,2018-03-01,6359,causal_inference:amazon_company
Causal Inference,2018-04-01,5385,causal_inference:amazon_company
Causal Inference,2018-05-01,5878,causal_inference:amazon_company
Causal Inference,2018-06-01,5249,causal_inference:amazon_company
Causal Inference,2018-07-01,5031,causal_inference:amazon_company
Causal Inference,2018-08-01,5672,causal_inference:amazon_company
Causal Inference,2018-09-01,6723,causal_inference:amazon_company
Causal Inference,2018-10-01,7442,causal_inference:amazon_company
Causal Inference,2018-11-01,7039,causal_inference:amazon_company
Causal Inference,2018-12-01,6388,causal_inference:amazon_company
Causal Inference,2019-01-01,7178,causal_inference:amazon_company
Causal Inference,2019-02-01,7094,causal_inference:amazon_company
Causal Inference,2019-03-01,8116,causal_inference:amazon_company
Causal Inference,2019-04-01,7706,causal_inference:amazon_company
Causal Inference,2019-05-01,7647,causal_inference:amazon_company
Causal Inference,2019-06-01,6342,causal_inference:amazon_company
Causal Inference,2019-07-01,6398,causal_inference:amazon_company
Causal Inference,2019-08-01,7160,causal_inference:amazon_company
Causal Inference,2019-09-01,8218,causal_inference:amazon_company
Causal Inference,2019-10-01,9924,causal_inference:amazon_company
Causal Inference,2019-11-01,9085,causal_inference:amazon_company
Causal Inference,2019-12-01,7740,causal_inference:amazon_company
Causal Inference,2020-01-01,9320,causal_inference:amazon_company
Causal Inference,2020-02-01,7801,causal_inference:amazon_company
Causal Inference,2020-03-01,7802,causal_inference:amazon_company
Causal Inference,2020-04-01,8408,causal_inference:amazon_company
Causal Inference,2020-05-01,8061,causal_inference:amazon_company
Causal Inference,2020-06-01,7655,causal_inference:amazon_company
Causal Inference,2020-07-01,7139,causal_inference:amazon_company
Causal Inference,2020-08-01,7239,causal_inference:amazon_company
Causal Inference,2020-09-01,8748,causal_inference:amazon_company
Causal Inference,2020-10-01,10240,causal_inference:amazon_company
Causal Inference,2020-11-01,9014,causal_inference:amazon_company
Causal Inference,2015-10-01,4095,causal_inference:jameela_jamil
Causal Inference,2015-11-01,3698,causal_inference:jameela_jamil
Causal Inference,2015-12-01,3470,causal_inference:jameela_jamil
Causal Inference,2016-01-01,3839,causal_inference:jameela_jamil
Causal Inference,2016-02-01,4098,causal_inference:jameela_jamil
Causal Inference,2016-03-01,4244,causal_inference:jameela_jamil
Causal Inference,2016-04-01,3965,causal_inference:jameela_jamil
Causal Inference,2016-05-01,4050,causal_inference:jameela_jamil
Causal Inference,2016-06-01,3711,causal_inference:jameela_jamil
Causal Inference,2016-07-01,3141,causal_inference:jameela_jamil
Causal Inference,2016-08-01,3646,causal_inference:jameela_jamil
Causal Inference,2016-09-01,4848,causal_inference:jameela_jamil
Causal Inference,2016-10-01,5380,causal_inference:jameela_jamil
Causal Inference,2016-11-01,5339,causal_inference:jameela_jamil
Causal Inference,2016-12-01,4482,causal_inference:jameela_jamil
Causal Inference,2017-01-01,5132,causal_inference:jameela_jamil
Causal Inference,2017-02-01,5389,causal_inference:jameela_jamil
Causal Inference,2017-03-01,6227,causal_inference:jameela_jamil
Causal Inference,2017-04-01,5386,causal_inference:jameela_jamil
Causal Inference,2017-05-01,4596,causal_inference:jameela_jamil
Causal Inference,2017-06-01,4061,causal_inference:jameela_jamil
Causal Inference,2017-07-01,3358,causal_inference:jameela_jamil
Causal Inference,2017-08-01,4000,causal_inference:jameela_jamil
Causal Inference,2017-09-01,5239,causal_inference:jameela_jamil
Causal Inference,2017-10-01,5552,causal_inference:jameela_jamil
Causal Inference,2017-11-01,5588,causal_inference:jameela_jamil
Causal Inference,2017-12-01,4856,causal_inference:jameela_jamil
Causal Inference,2018-01-01,5689,causal_inference:jameela_jamil
Causal Inference,2018-02-01,5243,causal_inference:jameela_jamil
Causal Inference,2018-03-01,6359,causal_inference:jameela_jamil
Causal Inference,2018-04-01,5385,causal_inference:jameela_jamil
Causal Inference,2018-05-01,5878,causal_inference:jameela_jamil
Causal Inference,2018-06-01,5249,causal_inference:jameela_jamil
Causal Inference,2018-07-01,5031,causal_inference:jameela_jamil
Causal Inference,2018-08-01,5672,causal_inference:jameela_jamil
Causal Inference,2018-09-01,6723,causal_inference:jameela_jamil
Causal Inference,2018-10-01,7442,causal_inference:jameela_jamil
Causal Inference,2018-11-01,7039,causal_inference:jameela_jamil
Causal Inference,2018-12-01,6388,causal_inference:jameela_jamil
Causal Inference,2019-01-01,7178,causal_inference:jameela_jamil
Causal Inference,2019-02-01,7094,causal_inference:jameela_jamil
Causal Inference,2019-03-01,8116,causal_inference:jameela_jamil
Causal Inference,2019-04-01,7706,causal_inference:jameela_jamil
Causal Inference,2019-05-01,7647,causal_inference:jameela_jamil
Causal Inference,2019-06-01,6342,causal_inference:jameela_jamil
Causal Inference,2019-07-01,6398,causal_inference:jameela_jamil
Causal Inference,2019-08-01,7160,causal_inference:jameela_jamil
Causal Inference,2019-09-01,8218,causal_inference:jameela_jamil
Causal Inference,2019-10-01,9924,causal_inference:jameela_jamil
Causal Inference,2019-11-01,9085,causal_inference:jameela_jamil
Causal Inference,2019-12-01,7740,causal_inference:jameela_jamil
Causal Inference,2020-01-01,9320,causal_inference:jameela_jamil
Causal Inference,2020-02-01,7801,causal_inference:jameela_jamil
Causal Inference,2020-03-01,7802,causal_inference:jameela_jamil
Causal Inference,2020-04-01,8408,causal_inference:jameela_jamil
Causal Inference,2020-05-01,8061,causal_inference:jameela_jamil
Causal Inference,2020-06-01,7655,causal_inference:jameela_jamil
Causal Inference,2020-07-01,7139,causal_inference:jameela_jamil
Causal Inference,2020-08-01,7239,causal_inference:jameela_jamil
Causal Inference,2020-09-01,8748,causal_inference:jameela_jamil
Causal Inference,2020-10-01,10240,causal_inference:jameela_jamil
Causal Inference,2020-11-01,9014,causal_inference:jameela_jamil
Causal Inference,2015-10-01,4095,causal_inference:bbc
Causal Inference,2015-11-01,3698,causal_inference:bbc
Causal Inference,2015-12-01,3470,causal_inference:bbc
Causal Inference,2016-01-01,3839,causal_inference:bbc
Causal Inference,2016-02-01,4098,causal_inference:bbc
Causal Inference,2016-03-01,4244,causal_inference:bbc
Causal Inference,2016-04-01,3965,causal_inference:bbc
Causal Inference,2016-05-01,4050,causal_inference:bbc
Causal Inference,2016-06-01,3711,causal_inference:bbc
Causal Inference,2016-07-01,3141,causal_inference:bbc
Causal Inference,2016-08-01,3646,causal_inference:bbc
Causal Inference,2016-09-01,4848,causal_inference:bbc
Causal Inference,2016-10-01,5380,causal_inference:bbc
Causal Inference,2016-11-01,5339,causal_inference:bbc
Causal Inference,2016-12-01,4482,causal_inference:bbc
Causal Inference,2017-01-01,5132,causal_inference:bbc
Causal Inference,2017-02-01,5389,causal_inference:bbc
Causal Inference,2017-03-01,6227,causal_inference:bbc
Causal Inference,2017-04-01,5386,causal_inference:bbc
Causal Inference,2017-05-01,4596,causal_inference:bbc
Causal Inference,2017-06-01,4061,causal_inference:bbc
Causal Inference,2017-07-01,3358,causal_inference:bbc
Causal Inference,2017-08-01,4000,causal_inference:bbc
Causal Inference,2017-09-01,5239,causal_inference:bbc
Causal Inference,2017-10-01,5552,causal_inference:bbc
Causal Inference,2017-11-01,5588,causal_inference:bbc
Causal Inference,2017-12-01,4856,causal_inference:bbc
Causal Inference,2018-01-01,5689,causal_inference:bbc
Causal Inference,2018-02-01,5243,causal_inference:bbc
Causal Inference,2018-03-01,6359,causal_inference:bbc
Causal Inference,2018-04-01,5385,causal_inference:bbc
Causal Inference,2018-05-01,5878,causal_inference:bbc
Causal Inference,2018-06-01,5249,causal_inference:bbc
Causal Inference,2018-07-01,5031,causal_inference:bbc
Causal Inference,2018-08-01,5672,causal_inference:bbc
Causal Inference,2018-09-01,6723,causal_inference:bbc
Causal Inference,2018-10-01,7442,causal_inference:bbc
Causal Inference,2018-11-01,7039,causal_inference:bbc
Causal Inference,2018-12-01,6388,causal_inference:bbc
Causal Inference,2019-01-01,7178,causal_inference:bbc
Causal Inference,2019-02-01,7094,causal_inference:bbc
Causal Inference,2019-03-01,8116,causal_inference:bbc
Causal Inference,2019-04-01,7706,causal_inference:bbc
Causal Inference,2019-05-01,7647,causal_inference:bbc
Causal Inference,2019-06-01,6342,causal_inference:bbc
Causal Inference,2019-07-01,6398,causal_inference:bbc
Causal Inference,2019-08-01,7160,causal_inference:bbc
Causal Inference,2019-09-01,8218,causal_inference:bbc
Causal Inference,2019-10-01,9924,causal_inference:bbc
Causal Inference,2019-11-01,9085,causal_inference:bbc
Causal Inference,2019-12-01,7740,causal_inference:bbc
Causal Inference,2020-01-01,9320,causal_inference:bbc
Causal Inference,2020-02-01,7801,causal_inference:bbc
Causal Inference,2020-03-01,7802,causal_inference:bbc
Causal Inference,2020-04-01,8408,causal_inference:bbc
Causal Inference,2020-05-01,8061,causal_inference:bbc
Causal Inference,2020-06-01,7655,causal_inference:bbc
Causal Inference,2020-07-01,7139,causal_inference:bbc
Causal Inference,2020-08-01,7239,causal_inference:bbc
Causal Inference,2020-09-01,8748,causal_inference:bbc
Causal Inference,2020-10-01,10240,causal_inference:bbc
Causal Inference,2020-11-01,9014,causal_inference:bbc
Causal Inference,2015-10-01,4095,causal_inference:file_flag_of_brazil_svg
Causal Inference,2015-11-01,3698,causal_inference:file_flag_of_brazil_svg
Causal Inference,2015-12-01,3470,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-01-01,3839,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-02-01,4098,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-03-01,4244,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-04-01,3965,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-05-01,4050,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-06-01,3711,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-07-01,3141,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-08-01,3646,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-09-01,4848,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-10-01,5380,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-11-01,5339,causal_inference:file_flag_of_brazil_svg
Causal Inference,2016-12-01,4482,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-01-01,5132,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-02-01,5389,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-03-01,6227,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-04-01,5386,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-05-01,4596,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-06-01,4061,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-07-01,3358,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-08-01,4000,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-09-01,5239,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-10-01,5552,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-11-01,5588,causal_inference:file_flag_of_brazil_svg
Causal Inference,2017-12-01,4856,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-01-01,5689,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-02-01,5243,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-03-01,6359,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-04-01,5385,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-05-01,5878,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-06-01,5249,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-07-01,5031,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-08-01,5672,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-09-01,6723,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-10-01,7442,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-11-01,7039,causal_inference:file_flag_of_brazil_svg
Causal Inference,2018-12-01,6388,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-01-01,7178,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-02-01,7094,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-03-01,8116,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-04-01,7706,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-05-01,7647,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-06-01,6342,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-07-01,6398,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-08-01,7160,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-09-01,8218,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-10-01,9924,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-11-01,9085,causal_inference:file_flag_of_brazil_svg
Causal Inference,2019-12-01,7740,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-01-01,9320,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-02-01,7801,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-03-01,7802,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-04-01,8408,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-05-01,8061,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-06-01,7655,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-07-01,7139,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-08-01,7239,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-09-01,8748,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-10-01,10240,causal_inference:file_flag_of_brazil_svg
Causal Inference,2020-11-01,9014,causal_inference:file_flag_of_brazil_svg
Causal Inference,2015-10-01,4095,causal_inference:al_jazeera
Causal Inference,2015-11-01,3698,causal_inference:al_jazeera
Causal Inference,2015-12-01,3470,causal_inference:al_jazeera
Causal Inference,2016-01-01,3839,causal_inference:al_jazeera
Causal Inference,2016-02-01,4098,causal_inference:al_jazeera
Causal Inference,2016-03-01,4244,causal_inference:al_jazeera
Causal Inference,2016-04-01,3965,causal_inference:al_jazeera
Causal Inference,2016-05-01,4050,causal_inference:al_jazeera
Causal Inference,2016-06-01,3711,causal_inference:al_jazeera
Causal Inference,2016-07-01,3141,causal_inference:al_jazeera
Causal Inference,2016-08-01,3646,causal_inference:al_jazeera
Causal Inference,2016-09-01,4848,causal_inference:al_jazeera
Causal Inference,2016-10-01,5380,causal_inference:al_jazeera
Causal Inference,2016-11-01,5339,causal_inference:al_jazeera
Causal Inference,2016-12-01,4482,causal_inference:al_jazeera
Causal Inference,2017-01-01,5132,causal_inference:al_jazeera
Causal Inference,2017-02-01,5389,causal_inference:al_jazeera
Causal Inference,2017-03-01,6227,causal_inference:al_jazeera
Causal Inference,2017-04-01,5386,causal_inference:al_jazeera
Causal Inference,2017-05-01,4596,causal_inference:al_jazeera
Causal Inference,2017-06-01,4061,causal_inference:al_jazeera
Causal Inference,2017-07-01,3358,causal_inference:al_jazeera
Causal Inference,2017-08-01,4000,causal_inference:al_jazeera
Causal Inference,2017-09-01,5239,causal_inference:al_jazeera
Causal Inference,2017-10-01,5552,causal_inference:al_jazeera
Causal Inference,2017-11-01,5588,causal_inference:al_jazeera
Causal Inference,2017-12-01,4856,causal_inference:al_jazeera
Causal Inference,2018-01-01,5689,causal_inference:al_jazeera
Causal Inference,2018-02-01,5243,causal_inference:al_jazeera
Causal Inference,2018-03-01,6359,causal_inference:al_jazeera
Causal Inference,2018-04-01,5385,causal_inference:al_jazeera
Causal Inference,2018-05-01,5878,causal_inference:al_jazeera
Causal Inference,2018-06-01,5249,causal_inference:al_jazeera
Causal Inference,2018-07-01,5031,causal_inference:al_jazeera
Causal Inference,2018-08-01,5672,causal_inference:al_jazeera
Causal Inference,2018-09-01,6723,causal_inference:al_jazeera
Causal Inference,2018-10-01,7442,causal_inference:al_jazeera
Causal Inference,2018-11-01,7039,causal_inference:al_jazeera
Causal Inference,2018-12-01,6388,causal_inference:al_jazeera
Causal Inference,2019-01-01,7178,causal_inference:al_jazeera
Causal Inference,2019-02-01,7094,causal_inference:al_jazeera
Causal Inference,2019-03-01,8116,causal_inference:al_jazeera
Causal Inference,2019-04-01,7706,causal_inference:al_jazeera
Causal Inference,2019-05-01,7647,causal_inference:al_jazeera
Causal Inference,2019-06-01,6342,causal_inference:al_jazeera
Causal Inference,2019-07-01,6398,causal_inference:al_jazeera
Causal Inference,2019-08-01,7160,causal_inference:al_jazeera
Causal Inference,2019-09-01,8218,causal_inference:al_jazeera
Causal Inference,2019-10-01,9924,causal_inference:al_jazeera
Causal Inference,2019-11-01,9085,causal_inference:al_jazeera
Causal Inference,2019-12-01,7740,causal_inference:al_jazeera
Causal Inference,2020-01-01,9320,causal_inference:al_jazeera
Causal Inference,2020-02-01,7801,causal_inference:al_jazeera
Causal Inference,2020-03-01,7802,causal_inference:al_jazeera
Causal Inference,2020-04-01,8408,causal_inference:al_jazeera
Causal Inference,2020-05-01,8061,causal_inference:al_jazeera
Causal Inference,2020-06-01,7655,causal_inference:al_jazeera
Causal Inference,2020-07-01,7139,causal_inference:al_jazeera
Causal Inference,2020-08-01,7239,causal_inference:al_jazeera
Causal Inference,2020-09-01,8748,causal_inference:al_jazeera
Causal Inference,2020-10-01,10240,causal_inference:al_jazeera
Causal Inference,2020-11-01,9014,causal_inference:al_jazeera
Causal Inference,2015-10-01,4095,causal_inference:emily_hampshire
Causal Inference,2015-11-01,3698,causal_inference:emily_hampshire
Causal Inference,2015-12-01,3470,causal_inference:emily_hampshire
Causal Inference,2016-01-01,3839,causal_inference:emily_hampshire
Causal Inference,2016-02-01,4098,causal_inference:emily_hampshire
Causal Inference,2016-03-01,4244,causal_inference:emily_hampshire
Causal Inference,2016-04-01,3965,causal_inference:emily_hampshire
Causal Inference,2016-05-01,4050,causal_inference:emily_hampshire
Causal Inference,2016-06-01,3711,causal_inference:emily_hampshire
Causal Inference,2016-07-01,3141,causal_inference:emily_hampshire
Causal Inference,2016-08-01,3646,causal_inference:emily_hampshire
Causal Inference,2016-09-01,4848,causal_inference:emily_hampshire
Causal Inference,2016-10-01,5380,causal_inference:emily_hampshire
Causal Inference,2016-11-01,5339,causal_inference:emily_hampshire
Causal Inference,2016-12-01,4482,causal_inference:emily_hampshire
Causal Inference,2017-01-01,5132,causal_inference:emily_hampshire
Causal Inference,2017-02-01,5389,causal_inference:emily_hampshire
Causal Inference,2017-03-01,6227,causal_inference:emily_hampshire
Causal Inference,2017-04-01,5386,causal_inference:emily_hampshire
Causal Inference,2017-05-01,4596,causal_inference:emily_hampshire
Causal Inference,2017-06-01,4061,causal_inference:emily_hampshire
Causal Inference,2017-07-01,3358,causal_inference:emily_hampshire
Causal Inference,2017-08-01,4000,causal_inference:emily_hampshire
Causal Inference,2017-09-01,5239,causal_inference:emily_hampshire
Causal Inference,2017-10-01,5552,causal_inference:emily_hampshire
Causal Inference,2017-11-01,5588,causal_inference:emily_hampshire
Causal Inference,2017-12-01,4856,causal_inference:emily_hampshire
Causal Inference,2018-01-01,5689,causal_inference:emily_hampshire
Causal Inference,2018-02-01,5243,causal_inference:emily_hampshire
Causal Inference,2018-03-01,6359,causal_inference:emily_hampshire
Causal Inference,2018-04-01,5385,causal_inference:emily_hampshire
Causal Inference,2018-05-01,5878,causal_inference:emily_hampshire
Causal Inference,2018-06-01,5249,causal_inference:emily_hampshire
Causal Inference,2018-07-01,5031,causal_inference:emily_hampshire
Causal Inference,2018-08-01,5672,causal_inference:emily_hampshire
Causal Inference,2018-09-01,6723,causal_inference:emily_hampshire
Causal Inference,2018-10-01,7442,causal_inference:emily_hampshire
Causal Inference,2018-11-01,7039,causal_inference:emily_hampshire
Causal Inference,2018-12-01,6388,causal_inference:emily_hampshire
Causal Inference,2019-01-01,7178,causal_inference:emily_hampshire
Causal Inference,2019-02-01,7094,causal_inference:emily_hampshire
Causal Inference,2019-03-01,8116,causal_inference:emily_hampshire
Causal Inference,2019-04-01,7706,causal_inference:emily_hampshire
Causal Inference,2019-05-01,7647,causal_inference:emily_hampshire
Causal Inference,2019-06-01,6342,causal_inference:emily_hampshire
Causal Inference,2019-07-01,6398,causal_inference:emily_hampshire
Causal Inference,2019-08-01,7160,causal_inference:emily_hampshire
Causal Inference,2019-09-01,8218,causal_inference:emily_hampshire
Causal Inference,2019-10-01,9924,causal_inference:emily_hampshire
Causal Inference,2019-11-01,9085,causal_inference:emily_hampshire
Causal Inference,2019-12-01,7740,causal_inference:emily_hampshire
Causal Inference,2020-01-01,9320,causal_inference:emily_hampshire
Causal Inference,2020-02-01,7801,causal_inference:emily_hampshire
Causal Inference,2020-03-01,7802,causal_inference:emily_hampshire
Causal Inference,2020-04-01,8408,causal_inference:emily_hampshire
Causal Inference,2020-05-01,8061,causal_inference:emily_hampshire
Causal Inference,2020-06-01,7655,causal_inference:emily_hampshire
Causal Inference,2020-07-01,7139,causal_inference:emily_hampshire
Causal Inference,2020-08-01,7239,causal_inference:emily_hampshire
Causal Inference,2020-09-01,8748,causal_inference:emily_hampshire
Causal Inference,2020-10-01,10240,causal_inference:emily_hampshire
Causal Inference,2020-11-01,9014,causal_inference:emily_hampshire
Causal Inference,2015-10-01,4095,causal_inference:noah_reid
Causal Inference,2015-11-01,3698,causal_inference:noah_reid
Causal Inference,2015-12-01,3470,causal_inference:noah_reid
Causal Inference,2016-01-01,3839,causal_inference:noah_reid
Causal Inference,2016-02-01,4098,causal_inference:noah_reid
Causal Inference,2016-03-01,4244,causal_inference:noah_reid
Causal Inference,2016-04-01,3965,causal_inference:noah_reid
Causal Inference,2016-05-01,4050,causal_inference:noah_reid
Causal Inference,2016-06-01,3711,causal_inference:noah_reid
Causal Inference,2016-07-01,3141,causal_inference:noah_reid
Causal Inference,2016-08-01,3646,causal_inference:noah_reid
Causal Inference,2016-09-01,4848,causal_inference:noah_reid
Causal Inference,2016-10-01,5380,causal_inference:noah_reid
Causal Inference,2016-11-01,5339,causal_inference:noah_reid
Causal Inference,2016-12-01,4482,causal_inference:noah_reid
Causal Inference,2017-01-01,5132,causal_inference:noah_reid
Causal Inference,2017-02-01,5389,causal_inference:noah_reid
Causal Inference,2017-03-01,6227,causal_inference:noah_reid
Causal Inference,2017-04-01,5386,causal_inference:noah_reid
Causal Inference,2017-05-01,4596,causal_inference:noah_reid
Causal Inference,2017-06-01,4061,causal_inference:noah_reid
Causal Inference,2017-07-01,3358,causal_inference:noah_reid
Causal Inference,2017-08-01,4000,causal_inference:noah_reid
Causal Inference,2017-09-01,5239,causal_inference:noah_reid
Causal Inference,2017-10-01,5552,causal_inference:noah_reid
